noise_sigma,n_persist,strategy,seed,threshold_id,threshold_val,total_bytes_mbit,recall
0.02,3,MGL,3,8,0.5000000000000001,3.5150000000000006,0.11708860759493671
0.02,5,MGL,3,8,0.5000000000000001,2.0450000000000004,0.05379746835443038
0.02,0,Binary,3,9,0.55,0.0,0.0
0.02,2,MGL,3,9,0.55,2.3275000000000006,0.08227848101265822
0.02,3,MGL,3,9,0.55,1.4875000000000003,0.04430379746835443
0.02,5,MGL,3,9,0.55,0.9975,0.022151898734177215
0.02,0,Binary,4,0,0.1,1025.92,1.0
0.02,2,MGL,4,0,0.1,1025.92,1.0
0.02,3,MGL,4,0,0.1,1025.92,1.0
0.02,5,MGL,4,0,0.1,1025.92,1.0
0.02,0,Binary,4,1,0.15000000000000002,244.37000000000003,1.0
0.02,2,MGL,4,1,0.15000000000000002,244.37000000000003,1.0
0.02,3,MGL,4,1,0.15000000000000002,244.37000000000003,1.0
0.02,5,MGL,4,1,0.15000000000000002,244.37000000000003,1.0
0.02,0,Binary,4,2,0.2,69.16000000000001,0.9968354430379747
0.02,2,MGL,4,2,0.2,69.16000000000001,0.9968354430379747
0.02,3,MGL,4,2,0.2,69.16000000000001,0.9968354430379747
0.02,5,MGL,4,2,0.2,69.16000000000001,0.9968354430379747
0.02,0,Binary,4,3,0.25,24.01,0.879746835443038
0.02,2,MGL,4,3,0.25,133.7675,0.9525316455696202
0.02,3,MGL,4,3,0.25,99.81750000000001,0.9335443037974683
0.02,5,MGL,4,3,0.25,66.28750000000001,0.8955696202531646
0.02,0,Binary,4,4,0.30000000000000004,8.260000000000002,0.370253164556962
0.02,2,MGL,4,4,0.30000000000000004,68.63250000000001,0.7974683544303798
0.02,3,MGL,4,4,0.30000000000000004,49.24250000000001,0.680379746835443
0.02,5,MGL,4,4,0.30000000000000004,29.5725,0.5063291139240507
0.02,0,Binary,4,5,0.3500000000000001,1.9600000000000002,0.08860759493670886
0.02,2,MGL,4,5,0.3500000000000001,33.837500000000006,0.5791139240506329
0.02,3,MGL,4,5,0.3500000000000001,22.917500000000004,0.41455696202531644
0.02,5,MGL,4,5,0.3500000000000001,13.117500000000003,0.22784810126582278
0.02,0,Binary,4,6,0.4,0.9100000000000001,0.04113924050632911
0.02,2,MGL,4,6,0.4,17.4875,0.4240506329113924
0.02,3,MGL,4,6,0.4,11.6775,0.2911392405063291
0.02,5,MGL,4,6,0.4,6.987500000000001,0.1550632911392405
0.02,0,Binary,4,7,0.45000000000000007,0.07,0.0031645569620253164
0.02,2,MGL,4,7,0.45000000000000007,8.665000000000001,0.2689873417721519
0.02,3,MGL,4,7,0.45000000000000007,5.9350000000000005,0.18354430379746836
0.02,5,MGL,4,7,0.45000000000000007,3.4850000000000003,0.07911392405063292
0.02,0,Binary,4,8,0.5000000000000001,0.0,0.0
0.02,2,MGL,4,8,0.5000000000000001,4.6375,0.15822784810126583
0.02,3,MGL,4,8,0.5000000000000001,3.2375000000000007,0.10126582278481013
0.02,5,MGL,4,8,0.5000000000000001,1.4875000000000003,0.022151898734177215
0.02,0,Binary,4,9,0.55,0.0,0.0
0.02,2,MGL,4,9,0.55,2.17,0.06962025316455696
0.02,3,MGL,4,9,0.55,1.4000000000000001,0.0379746835443038
0.02,5,MGL,4,9,0.55,0.7000000000000001,0.006329113924050633
0.02,0,Binary,5,0,0.1,1034.5300000000002,1.0
0.02,2,MGL,5,0,0.1,1034.5300000000002,1.0
0.02,3,MGL,5,0,0.1,1034.5300000000002,1.0
0.02,5,MGL,5,0,0.1,1034.5300000000002,1.0
0.02,0,Binary,5,1,0.15000000000000002,241.08,1.0
0.02,2,MGL,5,1,0.15000000000000002,241.08,1.0
0.02,3,MGL,5,1,0.15000000000000002,241.08,1.0
0.02,5,MGL,5,1,0.15000000000000002,241.08,1.0
0.02,0,Binary,5,2,0.2,69.30000000000001,1.0
0.02,2,MGL,5,2,0.2,69.30000000000001,1.0
0.02,3,MGL,5,2,0.2,69.30000000000001,1.0
0.02,5,MGL,5,2,0.2,69.30000000000001,1.0
0.02,0,Binary,5,3,0.25,23.380000000000003,0.8386075949367089
0.02,2,MGL,5,3,0.25,135.04000000000002,0.9683544303797469
0.02,3,MGL,5,3,0.25,101.02000000000001,0.9240506329113924
0.02,5,MGL,5,3,0.25,67.49000000000001,0.870253164556962
0.02,0,Binary,5,4,0.30000000000000004,8.47,0.3829113924050633
